Ticker,MA_Final,MR_Final,AD_Final,MA_Sharpe,MR_Sharpe,AD_Sharpe
GILD,TRENDING,10764.928338790898,10036.479679336548,10036.479679336548,2.272960638710401,0.21707642026276122,0.21707642026276122
GPN,SIDEWAYS,9454.867569686889,11369.596110824583,11369.596110824583,-3.0894849608792336,2.4231548856398684,2.4231548856398684
GL,SIDEWAYS,9833.053328933718,10355.029943023681,10355.029943023681,-0.8820821148125657,2.853446105228026,2.853446105228026
GDDY,SIDEWAYS,9851.295980468749,8359.432047508237,8359.432047508237,-1.9408376536806906,-3.3182759443096788,-3.3182759443096788
GS,SIDEWAYS,10810.746062194823,10112.94859173584,10112.94859173584,3.284712443800579,0.751801698714868,0.751801698714868
HAL,SIDEWAYS,10532.455300189971,10312.86624628639,10532.455300189971,1.3482677525875446,1.5044541070420694,1.3482677525875446
HIG,SIDEWAYS,9831.737944656372,10127.26493511963,10127.26493511963,-1.006340618983062,1.1669173131607393,1.1669173131607393
HAS,TRENDING,10669.205187553405,10284.343098526,10284.343098526,1.681380574328303,1.8502207145439882,1.8502207145439882
HCA,TRENDING,10004.410517700195,9949.933880920413,9949.933880920413,0.08247993766105671,-0.33598720199267107,-0.33598720199267107
DOC,SIDEWAYS,9498.496815093993,9736.040606882096,9736.040606882096,-2.359915679431772,-1.8638596440139787,-1.8638596440139787
HSIC,TRENDING,9913.888186378477,11057.640921173097,9913.888186378477,-0.25772854753795454,3.8827475771724336,-0.25772854753795454
HSY,TRENDING,10592.759348770142,10209.703461914061,10209.703461914061,1.7334997807987844,1.7087351520146592,1.7087351520146592
HPE,SIDEWAYS,9960.301171285628,10299.16150065804,10299.16150065804,-0.10474299786875473,1.0577182546788526,1.0577182546788526
HLT,SIDEWAYS,10341.621516082767,10341.528160888669,10341.528160888669,1.3205683683002878,1.9255325216883876,1.9255325216883876
HOLX,SIDEWAYS,9896.055118721008,10000.0,10000.0,-3.072032618433643,0,0
HD,SIDEWAYS,9971.276454162598,10148.51810128784,10148.51810128784,-0.11563887436109051,0.8853320557221784,0.8853320557221784
HON,SIDEWAYS,10430.351269882201,9975.148857940674,9975.148857940674,1.8613756816407212,-0.40198898105805125,-0.40198898105805125
HRL,TRENDING,9612.329870252608,10344.174026655197,10344.174026655197,-1.5066710420122125,2.0740147225936956,2.0740147225936956
HST,SIDEWAYS,10388.269424898146,10580.422750751495,10580.422750751495,1.3705008162580403,3.2437895184785015,3.2437895184785015
HWM,TRENDING,10127.027145843507,10077.534628784178,10077.534628784178,0.5180803562539056,0.3700324822985705,0.3700324822985705
HPQ,SIDEWAYS,9646.816969263076,9479.227872272488,9479.227872272488,-2.263664151804899,-1.6997392653715475,-1.6997392653715475
HUBB,TRENDING,10510.175819702152,10234.86464193726,10510.175819702152,1.4846824241206147,1.8035841756780593,1.4846824241206147
HUM,SIDEWAYS,9829.416662109375,8979.417944366454,9829.416662109375,-0.5663576570428374,-1.5723030230050925,-0.5663576570428374
HBAN,SIDEWAYS,10208.491299815176,10360.441146242141,10360.441146242141,0.8159335957059307,1.2694815319655193,1.2694815319655193
HII,TRENDING,11320.414668548583,10850.256617492674,11320.414668548583,2.5794885554925826,3.0355563342735064,2.5794885554925826
IBM,SIDEWAYS,9382.765935424804,9585.765592819214,9382.765935424804,-2.165116198133035,-0.8414177113735952,-2.165116198133035
IEX,SIDEWAYS,10856.196352493283,10259.113864593504,10259.113864593504,2.9849232134576815,1.8127634735958698,1.8127634735958698
IDXX,SIDEWAYS,10215.406930908204,10446.242652282715,10215.406930908204,0.9100312618049383,1.9716010236797539,0.9100312618049383
ITW,SIDEWAYS,10275.928314483644,9975.311294555664,9975.311294555664,1.115910277081019,-1.5231282226426286,-1.5231282226426286
INCY,SIDEWAYS,9855.289688270565,10459.119084701535,9855.289688270565,-0.5033602921230257,1.4270528661493749,-0.5033602921230257
IR,SIDEWAYS,10758.79816001892,10749.547489799499,10749.547489799499,1.827150257385025,2.5494233138094584,2.5494233138094584
PODD,SIDEWAYS,9717.798272308351,8902.017193115233,8902.017193115233,-0.7189260796135465,-4.282293133234301,-4.282293133234301
INTC,TRENDING,9619.540122886654,9983.428247474669,9619.540122886654,-0.29380377202943614,0.062145128997163374,-0.29380377202943614
IBKR,TRENDING,9922.75014653778,10452.364268581387,9922.75014653778,-0.10149959624529625,1.1411742771927125,-0.10149959624529625
ICE,SIDEWAYS,10479.618692764281,9728.731667083743,9728.731667083743,1.749280832469485,-1.143329665875352,-1.143329665875352
IFF,TRENDING,10469.148065956117,10254.313426467896,10254.313426467896,1.3989678703313078,1.0740174072680797,1.0740174072680797
IP,TRENDING,9745.741526584623,10702.072842723846,10702.072842723846,-0.5320741259526185,2.15127726859845,2.15127726859845
INTU,SIDEWAYS,9672.942864257813,8921.992724487303,8921.992724487303,-2.0134651898612903,-2.278954043041028,-2.278954043041028
ISRG,SIDEWAYS,9769.21493560791,10105.902703216549,9769.21493560791,-1.0146338098468255,0.5167580731306317,-1.0146338098468255
IVZ,SIDEWAYS,9970.492692804339,10442.952367586135,10442.952367586135,-0.011036075352027035,1.4136972952767826,1.4136972952767826
INVH,SIDEWAYS,9483.292468461994,10381.78045098877,10381.78045098877,-2.27912565155707,2.2762828162930098,2.2762828162930098
IQV,SIDEWAYS,10063.051329284668,9570.995346130374,9570.995346130374,0.30069109958089735,-0.9487636684261366,-0.9487636684261366
IRM,TRENDING,10396.29941619873,10371.588741371153,10396.29941619873,1.265569184076514,1.2879932305252488,1.265569184076514
JBHT,TRENDING,11460.386121902467,10186.340959793091,10186.340959793091,4.705086566467623,1.414514215853,1.414514215853
JBL,TRENDING,10098.25488331604,11127.038328216553,11127.038328216553,0.284191439683364,3.015424309082907,3.015424309082907
JKHY,SIDEWAYS,9945.685285278318,9914.425686584473,9914.425686584473,-0.24731514023982223,-0.5149505847525668,-0.5149505847525668
J,TRENDING,9426.753273422242,10101.552901397705,10101.552901397705,-2.0938115075129637,0.5048766492783681,0.5048766492783681
JNJ,SIDEWAYS,10368.986476013184,10018.078500976562,10018.078500976562,1.9713376635164082,0.7399639087014211,0.7399639087014211
JCI,SIDEWAYS,10172.435420883181,9972.079048439025,10172.435420883181,0.6129398667309823,-0.4120189456723049,0.6129398667309823
JPM,SIDEWAYS,9453.272361511234,9739.795169921876,9739.795169921876,-2.202298524194502,-1.4371354946048926,-1.4371354946048926
KVUE,SIDEWAYS,10114.05650696182,10635.480204154966,10635.480204154966,0.5048403465547946,4.946090153925359,4.946090153925359
KDP,SIDEWAYS,10065.319795345305,10196.083403839111,10065.319795345305,0.3181993963081232,1.793784632257652,0.3181993963081232
KEY,TRENDING,10825.629897043229,10208.690469400408,10208.690469400408,3.2605442537535763,0.8201397779563767,0.8201397779563767
KEYS,TRENDING,11412.229804672243,10728.790024932863,11412.229804672243,2.044522752378249,2.491583943728065,2.044522752378249
KMB,SIDEWAYS,9910.682564033506,10271.937257751464,10271.937257751464,-0.35572163616779834,2.74891281531306,2.74891281531306
KIM,SIDEWAYS,10532.125928531648,10000.0,10000.0,2.5576703882892833,0,0
KMI,SIDEWAYS,10915.582955463407,10152.239281187058,10152.239281187058,3.509302452254844,1.4998604297745526,1.4998604297745526
KKR,SIDEWAYS,9679.488251029965,9062.23232724762,9062.23232724762,-1.1374605609050934,-1.8143647745147415,-1.8143647745147415
KLAC,TRENDING,10569.124122924804,10788.413370605469,10569.124122924804,1.073322070029382,2.050681378644902,1.073322070029382
KHC,SIDEWAYS,9744.994415102004,10535.540889060972,10535.540889060972,-1.3004950795094063,3.3498402630713553,3.3498402630713553
KR,TRENDING,9843.820389369965,10689.608513557434,10689.608513557434,-0.4047184921072123,3.1852411378508565,3.1852411378508565
LHX,TRENDING,10955.6394609375,10143.540518127444,10143.540518127444,2.7941376179676976,0.6700987590781551,0.6700987590781551
LH,SIDEWAYS,10000.090716064453,10212.48948123169,10212.48948123169,0.038019665080945425,2.3393291457579215,2.3393291457579215
LRCX,TRENDING,11775.787873703,10909.739974594118,11775.787873703,2.7225800001669227,2.14323883847574,2.7225800001669227
LW,TRENDING,9930.492413360593,9859.053122741698,9859.053122741698,-0.29511686199948756,-0.6044731631748936,-0.6044731631748936
LVS,SIDEWAYS,9851.068245368959,10821.071064170836,9851.068245368959,-0.7587381588124713,3.0842244662329414,-0.7587381588124713
LDOS,SIDEWAYS,9841.122225326537,10733.8577245636,10733.8577245636,-1.5176359140204672,1.9601612478427317,1.9601612478427317
LEN,TRENDING,8885.183329353335,9474.3746228714,9474.3746228714,-3.952899350047212,-1.327956173544722,-1.327956173544722
LII,TRENDING,10279.885506835937,9985.765554992675,9985.765554992675,0.9991485339226406,-0.022699235648244033,-0.022699235648244033
LLY,SIDEWAYS,9738.86343676758,9973.890389160155,9973.890389160155,-1.206446375489563,-0.016941074491090495,-0.016941074491090495
LIN,SIDEWAYS,10446.51540817261,10399.643976440431,10399.643976440431,2.3541678406457707,3.29124779473258,3.29124779473258
LYV,TRENDING,10084.615830429077,10523.427935974121,10523.427935974121,0.37357331797163945,1.7085185626932875,1.7085185626932875
LMT,SIDEWAYS,12032.703947082517,10030.480610534667,10030.480610534667,5.850806196891313,0.2552847066529996,0.2552847066529996
L,SIDEWAYS,9759.20378338623,10061.54200439453,10061.54200439453,-1.729660641243549,0.863455601164455,0.863455601164455
LOW,SIDEWAYS,10390.819483428955,10330.358438690184,10330.358438690184,1.3489444094045024,1.374039968829563,1.374039968829563
LULU,SIDEWAYS,10002.118415695193,9567.922614822388,10002.118415695193,0.07292406611019123,-1.1889202365105698,0.07292406611019123
LYB,TRENDING,11523.756033321379,11336.576080219269,11336.576080219269,2.4908614029949243,3.1860943194780726,3.1860943194780726
MTB,SIDEWAYS,11017.73271217346,9969.496014038086,9969.496014038086,3.667510155065315,-0.08899846524985698,-0.08899846524985698
MPC,TRENDING,10587.198201736446,10301.565948257445,10587.198201736446,1.9641216760519002,0.9484474445587191,1.9641216760519002
MAR,TRENDING,10064.543745819094,10600.146288909913,10600.146288909913,0.25770170619434374,2.594238478244525,2.594238478244525
MRSH,SIDEWAYS,9386.675485687254,10182.930977355956,10182.930977355956,-2.5369272355172976,2.3805576167391287,2.3805576167391287
MLM,TRENDING,9895.995429870607,10309.216034973146,10309.216034973146,-0.22771483958091307,2.29655196627028,2.29655196627028
MAS,TRENDING,9924.943515075684,10188.785405750274,10188.785405750274,-0.12032774696417164,0.9146762344238349,0.9146762344238349
MA,SIDEWAYS,9498.506508300781,10014.760738281251,10014.760738281251,-3.138439080710103,0.10320901213940166,0.10320901213940166
MTCH,SIDEWAYS,9518.734241025926,10350.34933986473,10350.34933986473,-2.5742879092384148,1.409899304257295,1.409899304257295
MKC,TRENDING,9006.294831027984,10346.12628194809,10346.12628194809,-3.027839119960765,1.766890169057434,1.766890169057434
MCD,SIDEWAYS,9809.442867401125,10099.975599121095,10099.975599121095,-1.1163180230358378,2.0461476062617234,2.0461476062617234
MCK,TRENDING,10111.291722106931,10099.666378723145,10099.666378723145,0.32130397835244023,1.132147589832424,1.132147589832424
MDT,SIDEWAYS,10074.310977333069,10008.713090415953,10008.713090415953,0.36289838736092705,0.08493695158014794,0.08493695158014794
MRK,SIDEWAYS,10238.258225654601,10396.9630713501,10396.9630713501,0.8297139062661538,2.7472951792795257,2.7472951792795257
META,SIDEWAYS,9961.509530151365,10439.588088623044,10439.588088623044,-0.05532136194670793,1.690338451739232,1.690338451739232
MET,SIDEWAYS,9651.470260200498,9960.666055809023,9960.666055809023,-1.510574223075685,-0.1366610688754396,-0.1366610688754396
MTD,SIDEWAYS,9596.423277343749,10074.025018310547,10074.025018310547,-2.022096724300114,0.4733021706927084,0.4733021706927084
MGM,TRENDING,9768.438968912127,10020.14444016647,10020.14444016647,-0.43219526189907187,0.1234148502571928,0.1234148502571928
MCHP,TRENDING,9912.023991539001,9703.15096852112,9703.15096852112,-0.18394131414802906,-1.133461836824241,-1.133461836824241
MU,TRENDING,11827.600767364502,11078.961011917114,11827.600767364502,2.1220242739766895,1.7541024560346534,2.1220242739766895
MSFT,SIDEWAYS,9886.93536315918,9790.358774627686,9790.358774627686,-1.6857193904511258,-0.7640048570792936,-0.7640048570792936
MAA,SIDEWAYS,9874.957853408814,9988.557331298827,9988.557331298827,-0.7326171239615387,-0.12165483646032908,-0.12165483646032908
MRNA,TRENDING,14297.578963483813,10490.994243927002,10490.994243927002,3.6477218479272304,1.0018437490415162,1.0018437490415162
MOH,SIDEWAYS,10484.15232926941,9269.911186157227,9269.911186157227,1.2287141388782499,-0.8758804151491133,-0.8758804151491133
TAP,TRENDING,10031.176869895931,10442.688286563873,10442.688286563873,0.15764098497171652,2.275940023809809,2.275940023809809
MDLZ,SIDEWAYS,9712.126459426876,10714.528094100955,10714.528094100955,-1.2171871873308773,3.573831198868188,3.573831198868188
MPWR,TRENDING,10803.201577758791,9999.88253430176,10803.201577758791,1.9539359092380921,0.05804051988680215,1.9539359092380921
MNST,SIDEWAYS,10006.02170954895,9971.083803169251,9971.083803169251,0.06759539809549633,-1.8839574768682776,-1.8839574768682776
MCO,SIDEWAYS,10098.801829406735,9975.961497802735,9975.961497802735,0.47344351823553465,-0.04671784741472655,-0.04671784741472655
MS,SIDEWAYS,10405.842013610838,9982.133722854614,9982.133722854614,1.552473201093019,-0.023275798741496493,-0.023275798741496493
MOS,TRENDING,10096.545598217012,9685.130766752241,9685.130766752241,0.2926351855098175,-0.6880926072448306,-0.6880926072448306
MSI,SIDEWAYS,11066.045480865476,9953.460991027832,9953.460991027832,4.009145294398681,-1.2849474753130907,-1.2849474753130907
MSCI,SIDEWAYS,10219.429481262208,9829.563845825196,10219.429481262208,0.9949298004698472,-0.6646999442592888,0.9949298004698472
NDAQ,SIDEWAYS,10691.423193946841,9908.258268661499,9908.258268661499,4.268507233605601,-0.4495588802145207,-0.4495588802145207
NTAP,SIDEWAYS,9371.714040573119,10252.697080451966,10252.697080451966,-2.3550439355480055,1.0502846284043603,1.0502846284043603
NFLX,SIDEWAYS,9794.888715400695,9639.095457359314,9639.095457359314,-1.1662413740088462,-1.3668272190751554,-1.3668272190751554
NEM,TRENDING,10605.867151710507,11115.448410072326,10605.867151710507,1.091471390966293,2.475769274665845,1.091471390966293
NWSA,SIDEWAYS,9662.693365119936,9963.143368898393,9963.143368898393,-1.5444015514174556,-0.09524204152723477,-0.09524204152723477
NWS,SIDEWAYS,10013.948324352265,9949.378396875383,9949.378396875383,0.12643098306485132,-0.15810754317591494,-0.15810754317591494
NEE,SIDEWAYS,10208.522887298588,10057.74994190979,10057.74994190979,0.9648884388037092,0.9016612936927232,0.9016612936927232
NKE,TRENDING,9174.737407470706,9772.783329792022,9772.783329792022,-2.1598657687749614,-0.7604508016521059,-0.7604508016521059
NI,SIDEWAYS,10096.346653713226,9920.410283397676,9920.410283397676,0.522369118434014,-1.4464246027855878,-1.4464246027855878
NDSN,SIDEWAYS,10544.677045150755,10088.87222116089,10088.87222116089,2.5202662880686333,0.8537021077561682,0.8537021077561682
NSC,SIDEWAYS,10416.636617462165,10000.0,10000.0,2.5779069010824545,0,0
NTRS,TRENDING,10188.176642028808,9954.274086853027,9954.274086853027,0.7912471159357735,-0.2216170913100453,-0.2216170913100453
NOC,TRENDING,10970.807685119627,10195.401828247068,10195.401828247068,2.641310587842379,1.3428360706977507,1.3428360706977507
NCLH,TRENDING,10224.085056095124,10212.167129220965,10212.167129220965,0.457952525361041,0.4735563892150248,0.4735563892150248
NRG,TRENDING,9075.277345245358,11419.906689514162,9075.277345245358,-2.232485093627639,3.509522364786546,-2.232485093627639
NUE,SIDEWAYS,10595.920468048093,10364.329620025634,10595.920468048093,1.7049170488402874,1.8225647444815998,1.7049170488402874
NVDA,SIDEWAYS,9316.511753097535,10695.428967193606,9316.511753097535,-2.448375807393606,1.9727897760589306,-2.448375807393606
NVR,TRENDING,10000.0,10000.0,10000.0,0,0,0
NXPI,TRENDING,9331.567938491818,11000.458662322997,11000.458662322997,-2.798129775923617,2.4585981078781742,2.4585981078781742
ORLY,SIDEWAYS,9521.230308654785,9764.756195808412,9764.756195808412,-2.17213969598631,-1.5216988345644598,-1.5216988345644598
OXY,TRENDING,10988.356718921656,9968.723478298187,9968.723478298187,2.2376613454058734,-0.3284636929239091,-0.3284636929239091
ODFL,TRENDING,11681.76391207886,11376.052835723876,11376.052835723876,3.657765985623512,3.189744582118861,3.189744582118861
OMC,SIDEWAYS,10258.133331092833,10318.961618942263,10318.961618942263,1.4083846540348448,0.6415430500838747,0.6415430500838747
ON,TRENDING,10493.116403045658,10704.588670513152,10493.116403045658,0.9775443935589689,1.8131633389335646,0.9775443935589689
OKE,SIDEWAYS,10144.01611305237,10348.887911628724,10348.887911628724,0.4955449261152533,1.759676069184576,1.759676069184576
ORCL,SIDEWAYS,8683.8592762146,9217.93823498535,9217.93823498535,-3.8391986983371935,-1.4690566305501962,-1.4690566305501962
OTIS,SIDEWAYS,9707.371529609678,10330.339359222413,10330.339359222413,-1.311600306058659,2.2277953832095143,2.2277953832095143
PCAR,SIDEWAYS,10927.588685676574,10285.1672447052,10285.1672447052,3.0223204331348885,1.6108096973074766,1.6108096973074766
PKG,SIDEWAYS,10411.720667678837,10486.40695452881,10486.40695452881,1.3851183762748427,2.762947687146006,2.762947687146006
PLTR,SIDEWAYS,10047.384711395263,9476.423239715577,10047.384711395263,0.22893129827719863,-0.7712998442811293,0.22893129827719863
PANW,SIDEWAYS,9720.07469923401,9164.057735427856,9164.057735427856,-2.4600473917109285,-2.0304421050372135,-2.0304421050372135
PSKY,SIDEWAYS,8534.405682991028,9402.919365836147,9402.919365836147,-3.664431817968018,-0.5561653592664871,-0.5561653592664871
PH,SIDEWAYS,10611.990536193847,10385.553172668457,10611.990536193847,2.7564065256270713,3.683693849912132,2.7564065256270713
PAYX,SIDEWAYS,9730.692395133974,9678.038762626646,9678.038762626646,-2.107626257970785,-1.1410341419055596,-1.1410341419055596
PAYC,SIDEWAYS,9922.42364425659,9009.947677520751,9009.947677520751,-0.46529514802607597,-2.353443625466532,-2.353443625466532
PYPL,SIDEWAYS,10071.879451286317,8328.017994434358,8328.017994434358,0.8988242024740575,-2.9885272946893155,-2.9885272946893155
PNR,SIDEWAYS,9330.914902992248,10394.754742713927,10394.754742713927,-2.1414040983312073,2.2529816633337374,2.2529816633337374
PEP,SIDEWAYS,10436.234471725464,10249.511340026855,10249.511340026855,1.659518439007091,2.9540180971705547,2.9540180971705547
PFE,SIDEWAYS,9927.745449382786,10439.32431451416,10439.32431451416,-0.1719123926066436,3.9382213153385157,3.9382213153385157
PCG,SIDEWAYS,10142.018657826424,10215.786194784163,10215.786194784163,0.735159243338894,1.3890989410679446,1.3890989410679446
PM,SIDEWAYS,10152.172377838135,10561.83645301819,10561.83645301819,0.6142348234045154,4.145507592721256,4.145507592721256
PSX,SIDEWAYS,10136.655534057616,10048.38517577362,10048.38517577362,0.45716717275268326,0.45806967355083733,0.45806967355083733
PNW,SIDEWAYS,10079.439182724003,10000.0,10000.0,0.45723414689956776,0,0
PNC,SIDEWAYS,10826.147907577513,10005.517404312133,10005.517404312133,2.7525655124413513,0.06392326450979789,0.06392326450979789
POOL,SIDEWAYS,9230.575676055909,9965.684508514401,9965.684508514401,-1.9329344874552181,-0.122910477744129,-0.122910477744129
PPG,SIDEWAYS,10533.153887145992,10074.6318132782,10074.6318132782,1.8716754221188803,0.5669298372423867,0.5669298372423867
PPL,SIDEWAYS,9917.968281570433,10280.678327293397,10280.678327293397,-0.4075275390853941,2.356188949072094,2.356188949072094
PFG,SIDEWAYS,10583.752568557735,10466.171150924683,10466.171150924683,2.17512237170677,2.6628866041732686,2.6628866041732686
PG,SIDEWAYS,10184.824504318234,10372.14212689209,10372.14212689209,0.98021225745106,3.627962474350486,3.627962474350486
PGR,SIDEWAYS,9543.969020004271,10218.633198104857,10218.633198104857,-3.2814120342474897,1.0407045401815298,1.0407045401815298
PLD,SIDEWAYS,10249.622318122863,10122.939155311586,10122.939155311586,1.2598265165727178,1.360199968155313,1.360199968155313
PRU,SIDEWAYS,10168.232848731997,10238.080255043029,10238.080255043029,0.8532251344759046,1.3145101902235627,1.3145101902235627
PEG,SIDEWAYS,9706.884330810546,10266.772047630311,10266.772047630311,-1.5202004577332668,3.5721933441747664,3.5721933441747664
PTC,SIDEWAYS,10092.177888061524,9934.23439051819,9934.23439051819,1.1670925773994243,-0.26299029662521894,-0.26299029662521894
PSA,SIDEWAYS,9953.303320831295,10056.047807952884,10056.047807952884,-0.19478724016344343,0.47736585321918723,0.47736585321918723
PHM,SIDEWAYS,8994.25112234497,10249.02817751312,10249.02817751312,-3.6749987448945727,0.9421989653786615,0.9421989653786615
PWR,TRENDING,11159.145686065673,10626.317117889404,11159.145686065673,3.2741868946836488,1.815750849395041,3.2741868946836488
QCOM,SIDEWAYS,9313.81538330078,9169.017624908447,9313.81538330078,-3.3462082729242586,-2.725867934849526,-3.3462082729242586
DGX,SIDEWAYS,10406.21258378601,10152.840269775392,10152.840269775392,1.4312868979642712,1.2105812533946085,1.2105812533946085
Q,TRENDING,12220.894006034854,10824.611862861633,10824.611862861633,5.887172596788502,3.4445893954891798,3.4445893954891798
RL,TRENDING,9686.164529022219,10770.507350799558,10770.507350799558,-0.8776867262936437,2.90653341215904,2.90653341215904
RJF,SIDEWAYS,10035.134765563962,10117.50243777466,10117.50243777466,0.2149905839260469,0.5615288535660046,0.5615288535660046
RTX,SIDEWAYS,10651.45034967041,10529.97914038086,10651.45034967041,2.401090580698624,2.9312871475811937,2.401090580698624
O,SIDEWAYS,10382.357206523899,10000.0,10000.0,2.049708817597009,0,0
REG,SIDEWAYS,10351.610452621459,9922.294479660035,9922.294479660035,1.9192765052179444,-1.6554219738588252,-1.6554219738588252
REGN,SIDEWAYS,9594.145357666017,10195.754269653322,9594.145357666017,-1.0953831500838227,1.2821911399768926,-1.0953831500838227
RF,TRENDING,10186.181263240811,10087.988153837203,10087.988153837203,0.6657271391053925,0.38432929105636165,0.38432929105636165
RSG,SIDEWAYS,9865.927765472414,10042.547986587524,10042.547986587524,-0.6938415973625742,1.0197942391130943,1.0197942391130943
RMD,TRENDING,9554.646145812992,10017.473498931886,10017.473498931886,-1.471098726854586,0.16203159192720912,0.16203159192720912
RVTY,SIDEWAYS,9939.332599891666,9400.214800704955,9400.214800704955,-0.11449139277615554,-1.7536404285687408,-1.7536404285687408
HOOD,SIDEWAYS,9853.780980163574,8038.864359985353,9853.780980163574,-0.5822747761801682,-2.5056105188287847,-0.5822747761801682
ROK,SIDEWAYS,10206.356893035887,10382.753498291018,10382.753498291018,0.7266734695001209,1.5090772864683815,1.5090772864683815
ROL,SIDEWAYS,9787.175221725469,10305.443627876282,9787.175221725469,-0.561587350325161,2.533118856325376,-0.561587350325161
ROP,SIDEWAYS,9882.20871459961,9650.257038269043,9650.257038269043,-1.3081016353191584,-1.1826319962846503,-1.1826319962846503
ROST,TRENDING,11047.959631317135,10061.2109090271,10061.2109090271,2.869374167086259,1.3779000677209379,1.3779000677209379
RCL,TRENDING,8775.597941635127,10884.524747558597,10884.524747558597,-3.082256909412072,2.0037992143455505,2.0037992143455505
SPGI,SIDEWAYS,10197.47998272705,9422.505048950195,9422.505048950195,0.971143500704976,-2.0204549611820197,-2.0204549611820197
CRM,SIDEWAYS,10344.44688433838,9195.750453506473,10344.44688433838,2.8694432555046503,-1.9774624125614415,2.8694432555046503
SNDK,TRENDING,13214.041333953857,13183.138770462034,13214.041333953857,2.2536485319879938,2.5600082980982632,2.2536485319879938
SBAC,TRENDING,9549.052948303222,10360.59767955017,10360.59767955017,-2.167164991923371,1.9259344090254462,1.9259344090254462
SLB,TRENDING,10454.091605911255,9957.309881507874,10454.091605911255,1.1884720903317079,-0.18319818105327046,1.1884720903317079
STX,TRENDING,10118.846292556758,10877.780429626462,10118.846292556758,0.2856827285578923,1.3088154475178622,0.2856827285578923
SRE,SIDEWAYS,9401.416622047429,10156.000788223268,10156.000788223268,-2.794940115196963,1.5458619128959694,1.5458619128959694
NOW,SIDEWAYS,9406.576572357179,8760.470186988834,8760.470186988834,-1.8950425728476727,-2.4183047717464543,-2.4183047717464543
SHW,SIDEWAYS,10000.718284210208,10163.57699581909,10163.57699581909,0.04472713983260325,1.2423306545057222,1.2423306545057222
SPG,SIDEWAYS,10407.633306961061,10000.0,10000.0,1.9658969787385405,0,0
SWKS,TRENDING,9542.841178642273,10364.291220149993,10364.291220149993,-2.12124319718502,1.3612272715345402,1.3612272715345402
SJM,TRENDING,10294.060847213746,10250.281089996337,10250.281089996337,0.9317286770571116,1.4087057925064645,1.4087057925064645
SW,TRENDING,11458.920134468079,10292.370520606994,10292.370520606994,2.6972936563235033,0.9770781570314419,0.9770781570314419
SNA,SIDEWAYS,10465.484885284426,10090.802100372315,10090.802100372315,2.148443129158397,1.4760411511977205,1.4760411511977205
SOLV,SIDEWAYS,9736.172418632505,10006.715041618349,10006.715041618349,-0.9099177118713963,0.10928911865018516,0.10928911865018516
SO,SIDEWAYS,10286.877821273802,9884.287531707763,9884.287531707763,1.4589123406322504,-2.1275723009899714,-2.1275723009899714
LUV,TRENDING,11165.150612506866,10513.972144830705,10513.972144830705,2.55823970603301,1.4675380684135033,1.4675380684135033
SWK,TRENDING,10064.725062217713,9951.465891708376,9951.465891708376,0.23072454662363992,-0.10771632456740036,-0.10771632456740036
SBUX,SIDEWAYS,10224.060122924802,11006.178067428591,11006.178067428591,0.7060151548722016,3.79516944697702,3.79516944697702
STT,SIDEWAYS,10299.802551086425,10158.60791570282,10158.60791570282,1.109356061686709,1.310160010920848,1.310160010920848
STLD,TRENDING,10612.386791854859,10110.510961654663,10612.386791854859,1.5540085651684001,0.47528896371376866,1.5540085651684001
STE,SIDEWAYS,9717.907186218265,10014.624721374512,10014.624721374512,-1.019226706721333,0.12176072055417926,0.12176072055417926
SYK,SIDEWAYS,9680.432744567872,10240.72795498657,10240.72795498657,-1.8820594828990458,3.1485144744463036,3.1485144744463036
SMCI,TRENDING,8827.999717643735,10573.657663061138,10573.657663061138,-3.6428754534728105,0.9188811937275788,0.9188811937275788
SYF,SIDEWAYS,10500.618819366457,9989.86364904022,9989.86364904022,2.493141330376843,0.03017205873748386,0.03017205873748386
SNPS,SIDEWAYS,10481.865935821534,10083.27477380371,10083.27477380371,1.453758251470011,0.27906768871110743,0.27906768871110743
SYY,SIDEWAYS,10150.734999496457,10510.078718399047,10510.078718399047,0.47777614949781116,1.7442373728727059,1.7442373728727059
TMUS,SIDEWAYS,9792.378141860961,10015.001722106932,10015.001722106932,-0.8270030139088272,0.1263384109201904,0.1263384109201904
TROW,SIDEWAYS,10325.778724960324,10264.325415634154,10264.325415634154,1.4640966272699087,1.5239527357663896,1.5239527357663896
TTWO,SIDEWAYS,9905.708902648927,9386.875272979736,9386.875272979736,-0.6249820745524423,-1.7099134537081284,-1.7099134537081284
TPR,TRENDING,10961.11869199371,10561.431357803347,10561.431357803347,2.9503246617724583,1.7149258372506142,1.7149258372506142
TRGP,SIDEWAYS,11134.959958312995,10247.269957046508,10247.269957046508,3.591781859434729,1.9252720222057589,1.9252720222057589
TGT,TRENDING,10621.121624420171,10466.146418037415,10466.146418037415,1.7743594955169042,1.7495294903668404,1.7495294903668404
TEL,SIDEWAYS,9030.362188201902,10757.337398284915,10757.337398284915,-2.7723108047130838,2.251611629292814,2.251611629292814
TDY,SIDEWAYS,11178.486416351318,9980.485887878418,9980.485887878418,3.2321031805487137,-0.17885416634735407,-0.17885416634735407
TER,TRENDING,10798.9577243042,9999.688429183963,10798.9577243042,1.2889215275596024,0.06624627801421976,1.2889215275596024
TSLA,SIDEWAYS,10167.641829071044,9492.842447296145,10167.641829071044,0.6381375971574932,-1.3658243038016098,0.6381375971574932
